diagnosticos_principales,sexos_id,sexos_nombre,intervalos_estancia,estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional,notas_observacion
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,De 31 días a 6 meses,48.52,
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,Más de 6 meses a 1 año,269.60,
1306 Dorsopatías deformantes y espondilopatías M40-M49,M,Hombres,Superior a 1 año,0.00,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,Total,9.39,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,De 1 a 30 días,6.76,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,De 31 días a 6 meses,60.06,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,Más de 6 meses a 1 año,0.00,
1306 Dorsopatías deformantes y espondilopatías M40-M49,F,Mujeres,Superior a 1 año,0.00,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,Total,3.68,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,De 1 a 30 días,2.99,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,De 31 días a 6 meses,50.93,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,Más de 6 meses a 1 año,185.00,
1307 Trastorno del disco intervertebral M50-M51,T,Ambos sexos,Superior a 1 año,0.00,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,Total,4.06,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,De 1 a 30 días,3.15,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,De 31 días a 6 meses,58.44,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,Más de 6 meses a 1 año,185.00,
1307 Trastorno del disco intervertebral M50-M51,M,Hombres,Superior a 1 año,0.00,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,Total,3.31,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,De 1 a 30 días,2.84,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,De 31 días a 6 meses,39.00,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,Más de 6 meses a 1 año,185.00,
1307 Trastorno del disco intervertebral M50-M51,F,Mujeres,Superior a 1 año,0.00,
1308 Dorsalgia M54,T,Ambos sexos,Total,3.59,
1308 Dorsalgia M54,T,Ambos sexos,De 1 a 30 días,2.98,
1308 Dorsalgia M54,T,Ambos sexos,De 31 días a 6 meses,55.11,
1308 Dorsalgia M54,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1308 Dorsalgia M54,T,Ambos sexos,Superior a 1 año,0.00,
1308 Dorsalgia M54,M,Hombres,Total,3.43,
1308 Dorsalgia M54,M,Hombres,De 1 a 30 días,3.26,
1308 Dorsalgia M54,M,Hombres,De 31 días a 6 meses,37.00,
1308 Dorsalgia M54,M,Hombres,Más de 6 meses a 1 año,0.00,
1308 Dorsalgia M54,M,Hombres,Superior a 1 año,0.00,
1308 Dorsalgia M54,F,Mujeres,Total,3.68,
1308 Dorsalgia M54,F,Mujeres,De 1 a 30 días,2.82,
1308 Dorsalgia M54,F,Mujeres,De 31 días a 6 meses,58.72,
1308 Dorsalgia M54,F,Mujeres,Más de 6 meses a 1 año,0.00,
1308 Dorsalgia M54,F,Mujeres,Superior a 1 año,0.00,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,Total,3.77,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,De 1 a 30 días,2.27,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,De 31 días a 6 meses,58.76,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,Más de 6 meses a 1 año,238.50,
1309 Trastornos de los tejidos blandos M60-M79,T,Ambos sexos,Superior a 1 año,411.00,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,Total,3.46,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,De 1 a 30 días,2.57,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,De 31 días a 6 meses,50.90,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,Más de 6 meses a 1 año,195.00,
1309 Trastornos de los tejidos blandos M60-M79,M,Hombres,Superior a 1 año,0.00,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,Total,4.12,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,De 1 a 30 días,1.95,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,De 31 días a 6 meses,64.64,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,Más de 6 meses a 1 año,282.00,
1309 Trastornos de los tejidos blandos M60-M79,F,Mujeres,Superior a 1 año,411.00,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,Total,10.44,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,De 1 a 30 días,4.92,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,De 31 días a 6 meses,63.43,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,Más de 6 meses a 1 año,266.90,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",T,Ambos sexos,Superior a 1 año,967.50,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,Total,7.76,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,De 1 a 30 días,5.05,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,De 31 días a 6 meses,64.78,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,Más de 6 meses a 1 año,346.00,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",M,Hombres,Superior a 1 año,0.00,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,Total,12.62,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,De 1 a 30 días,4.80,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,De 31 días a 6 meses,62.62,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,Más de 6 meses a 1 año,251.15,
"1310 Otras Enfermedades del aparato musculoesquelético y del tejido conectivo M26-M27, M53, M80-M99",F,Mujeres,Superior a 1 año,967.50,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,Total,12.05,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,De 1 a 30 días,5.40,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,De 31 días a 6 meses,63.27,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,Más de 6 meses a 1 año,249.00,
1400 Enfermedades del aparato genitourinario N00-N99,T,Ambos sexos,Superior a 1 año,783.35,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,Total,10.20,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,De 1 a 30 días,5.28,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,De 31 días a 6 meses,60.91,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,Más de 6 meses a 1 año,243.26,
1400 Enfermedades del aparato genitourinario N00-N99,M,Hombres,Superior a 1 año,745.39,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,Total,13.62,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,De 1 a 30 días,5.50,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,De 31 días a 6 meses,64.93,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,Más de 6 meses a 1 año,250.90,
1400 Enfermedades del aparato genitourinario N00-N99,F,Mujeres,Superior a 1 año,802.33,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,Total,11.70,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,De 1 a 30 días,6.07,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,De 31 días a 6 meses,56.42,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,Más de 6 meses a 1 año,223.69,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,T,Ambos sexos,Superior a 1 año,1022.50,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,Total,10.97,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,De 1 a 30 días,6.05,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,De 31 días a 6 meses,54.28,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,Más de 6 meses a 1 año,227.00,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,M,Hombres,Superior a 1 año,615.00,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,Total,12.30,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,De 1 a 30 días,6.09,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,De 31 días a 6 meses,59.28,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,Más de 6 meses a 1 año,222.00,
1401 Enfermedades glomerulares y renales túbulo-intersticiales N00-N16,F,Mujeres,Superior a 1 año,1430.00,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,Total,18.88,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,De 1 a 30 días,9.98,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,De 31 días a 6 meses,51.83,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,Más de 6 meses a 1 año,247.55,
1402 Insuficiencia renal N17-N19,T,Ambos sexos,Superior a 1 año,958.70,
1402 Insuficiencia renal N17-N19,M,Hombres,Total,13.54,
1402 Insuficiencia renal N17-N19,M,Hombres,De 1 a 30 días,9.55,
1402 Insuficiencia renal N17-N19,M,Hombres,De 31 días a 6 meses,51.05,
1402 Insuficiencia renal N17-N19,M,Hombres,Más de 6 meses a 1 año,297.00,
1402 Insuficiencia renal N17-N19,M,Hombres,Superior a 1 año,0.00,
1402 Insuficiencia renal N17-N19,F,Mujeres,Total,26.39,
1402 Insuficiencia renal N17-N19,F,Mujeres,De 1 a 30 días,10.63,
1402 Insuficiencia renal N17-N19,F,Mujeres,De 31 días a 6 meses,52.52,
1402 Insuficiencia renal N17-N19,F,Mujeres,Más de 6 meses a 1 año,222.95,
1402 Insuficiencia renal N17-N19,F,Mujeres,Superior a 1 año,958.70,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,Total,2.82,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,De 1 a 30 días,2.65,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,De 31 días a 6 meses,53.32,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1403 Litiasis urinaria N20-N23,T,Ambos sexos,Superior a 1 año,0.00,
1403 Litiasis urinaria N20-N23,M,Hombres,Total,2.98,
1403 Litiasis urinaria N20-N23,M,Hombres,De 1 a 30 días,2.75,
1403 Litiasis urinaria N20-N23,M,Hombres,De 31 días a 6 meses,60.41,
1403 Litiasis urinaria N20-N23,M,Hombres,Más de 6 meses a 1 año,0.00,
1403 Litiasis urinaria N20-N23,M,Hombres,Superior a 1 año,0.00,
1403 Litiasis urinaria N20-N23,F,Mujeres,Total,2.62,
1403 Litiasis urinaria N20-N23,F,Mujeres,De 1 a 30 días,2.53,
1403 Litiasis urinaria N20-N23,F,Mujeres,De 31 días a 6 meses,39.00,
1403 Litiasis urinaria N20-N23,F,Mujeres,Más de 6 meses a 1 año,0.00,
1403 Litiasis urinaria N20-N23,F,Mujeres,Superior a 1 año,0.00,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,Total,22.47,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,De 1 a 30 días,8.21,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,De 31 días a 6 meses,65.98,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,Más de 6 meses a 1 año,248.54,
1404 Otras enfermedades del aparato urinario N25-N39,T,Ambos sexos,Superior a 1 año,732.03,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,Total,18.55,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,De 1 a 30 días,7.40,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,De 31 días a 6 meses,64.40,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,Más de 6 meses a 1 año,220.11,
1404 Otras enfermedades del aparato urinario N25-N39,M,Hombres,Superior a 1 año,771.27,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,Total,25.34,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,De 1 a 30 días,8.82,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,De 31 días a 6 meses,66.92,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,Más de 6 meses a 1 año,255.58,
1404 Otras enfermedades del aparato urinario N25-N39,F,Mujeres,Superior a 1 año,711.30,
1405 Hipertrofia prostática N40,T,Ambos sexos,Total,3.24,
1405 Hipertrofia prostática N40,T,Ambos sexos,De 1 a 30 días,2.75,
1405 Hipertrofia prostática N40,T,Ambos sexos,De 31 días a 6 meses,64.25,
1405 Hipertrofia prostática N40,T,Ambos sexos,Más de 6 meses a 1 año,309.00,
1405 Hipertrofia prostática N40,T,Ambos sexos,Superior a 1 año,0.00,
1405 Hipertrofia prostática N40,M,Hombres,Total,3.24,
1405 Hipertrofia prostática N40,M,Hombres,De 1 a 30 días,2.75,
1405 Hipertrofia prostática N40,M,Hombres,De 31 días a 6 meses,64.25,
1405 Hipertrofia prostática N40,M,Hombres,Más de 6 meses a 1 año,309.00,
1405 Hipertrofia prostática N40,M,Hombres,Superior a 1 año,0.00,
1405 Hipertrofia prostática N40,F,Mujeres,Total,.,No procede / Categoría no aplicable
1405 Hipertrofia prostática N40,F,Mujeres,De 1 a 30 días,.,No procede / Categoría no aplicable
1405 Hipertrofia prostática N40,F,Mujeres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1405 Hipertrofia prostática N40,F,Mujeres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1405 Hipertrofia prostática N40,F,Mujeres,Superior a 1 año,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,Total,4.67,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,De 1 a 30 días,3.29,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,De 31 días a 6 meses,51.86,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,Más de 6 meses a 1 año,295.00,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,T,Ambos sexos,Superior a 1 año,0.00,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,Total,4.67,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,De 1 a 30 días,3.29,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,De 31 días a 6 meses,51.86,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,Más de 6 meses a 1 año,295.00,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,M,Hombres,Superior a 1 año,0.00,
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,Total,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,De 1 a 30 días,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1406 Otras enfermedades de los órganos genitales masculinos N41-N53,F,Mujeres,Superior a 1 año,.,No procede / Categoría no aplicable
1407 Trastornos de la mama N60-N65,T,Ambos sexos,Total,1.43,
1407 Trastornos de la mama N60-N65,T,Ambos sexos,De 1 a 30 días,1.43,
1407 Trastornos de la mama N60-N65,T,Ambos sexos,De 31 días a 6 meses,0.00,
1407 Trastornos de la mama N60-N65,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1407 Trastornos de la mama N60-N65,T,Ambos sexos,Superior a 1 año,0.00,
1407 Trastornos de la mama N60-N65,M,Hombres,Total,1.70,
1407 Trastornos de la mama N60-N65,M,Hombres,De 1 a 30 días,1.70,
1407 Trastornos de la mama N60-N65,M,Hombres,De 31 días a 6 meses,0.00,
1407 Trastornos de la mama N60-N65,M,Hombres,Más de 6 meses a 1 año,0.00,
1407 Trastornos de la mama N60-N65,M,Hombres,Superior a 1 año,0.00,
1407 Trastornos de la mama N60-N65,F,Mujeres,Total,1.41,
1407 Trastornos de la mama N60-N65,F,Mujeres,De 1 a 30 días,1.41,
1407 Trastornos de la mama N60-N65,F,Mujeres,De 31 días a 6 meses,0.00,
1407 Trastornos de la mama N60-N65,F,Mujeres,Más de 6 meses a 1 año,0.00,
1407 Trastornos de la mama N60-N65,F,Mujeres,Superior a 1 año,0.00,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,Total,5.26,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,De 1 a 30 días,4.80,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,De 31 días a 6 meses,42.00,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,T,Ambos sexos,Superior a 1 año,0.00,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,Total,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,Total,5.26,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,De 1 a 30 días,4.80,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,De 31 días a 6 meses,42.00,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,Más de 6 meses a 1 año,0.00,
1408 Enfermedad inflamatoria de los órganos pélvicos femeninos N70-N77,F,Mujeres,Superior a 1 año,0.00,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,Total,2.66,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,De 1 a 30 días,2.66,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,De 31 días a 6 meses,0.00,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",T,Ambos sexos,Superior a 1 año,0.00,
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,Total,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,De 1 a 30 días,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,De 31 días a 6 meses,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,Más de 6 meses a 1 año,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",M,Hombres,Superior a 1 año,.,No procede / Categoría no aplicable
"1409 Trastornos de la menstruación, menopausia y otras afecciones del aparato genital femenino N91-N95",F,Mujeres,Total,2.66,
