diagnosticos_principales;sexos_id;sexos_nombre;grupos_edad_id;grupos_edad_nombre;estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional
1107 Hernia inguinal K40;F;Mujeres;3;De 15 a 24 años;1.00
1107 Hernia inguinal K40;F;Mujeres;4;De 25 a 34 años;1.33
1107 Hernia inguinal K40;F;Mujeres;5;De 35 a 44 años;1.17
1107 Hernia inguinal K40;F;Mujeres;6;De 45 a 54 años;1.57
1107 Hernia inguinal K40;F;Mujeres;7;De 55 a 64 años;2.27
1107 Hernia inguinal K40;F;Mujeres;8;De 65 a 74 años;1.31
1107 Hernia inguinal K40;F;Mujeres;9;De 75 a 84 años;2.03
1107 Hernia inguinal K40;F;Mujeres;10;De 85 a 89 años;6.10
1107 Hernia inguinal K40;F;Mujeres;11;De 90 a 94 años;0.00
1107 Hernia inguinal K40;F;Mujeres;12;De 95 y más años;6.00
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;T;Total grupos de edad;2.98
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;0;Menores de 1 año;2.00
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;1;De 1 a 4 años;1.13
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;2;De 5 a 14 años;1.38
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;3;De 15 a 24 años;1.00
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;4;De 25 a 34 años;1.88
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;5;De 35 a 44 años;1.58
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;6;De 45 a 54 años;2.22
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;7;De 55 a 64 años;2.43
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;8;De 65 a 74 años;3.71
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;9;De 75 a 84 años;5.77
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;10;De 85 a 89 años;8.71
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;11;De 90 a 94 años;10.43
1108 Otra hernia abdominal K41-K46;T;Ambos sexos;12;De 95 y más años;8.58
1108 Otra hernia abdominal K41-K46;M;Hombres;T;Total grupos de edad;2.60
1108 Otra hernia abdominal K41-K46;M;Hombres;0;Menores de 1 año;1.50
1108 Otra hernia abdominal K41-K46;M;Hombres;1;De 1 a 4 años;1.17
1108 Otra hernia abdominal K41-K46;M;Hombres;2;De 5 a 14 años;1.50
1108 Otra hernia abdominal K41-K46;M;Hombres;3;De 15 a 24 años;1.00
1108 Otra hernia abdominal K41-K46;M;Hombres;4;De 25 a 34 años;2.16
1108 Otra hernia abdominal K41-K46;M;Hombres;5;De 35 a 44 años;1.51
1108 Otra hernia abdominal K41-K46;M;Hombres;6;De 45 a 54 años;2.14
1108 Otra hernia abdominal K41-K46;M;Hombres;7;De 55 a 64 años;2.27
1108 Otra hernia abdominal K41-K46;M;Hombres;8;De 65 a 74 años;3.25
1108 Otra hernia abdominal K41-K46;M;Hombres;9;De 75 a 84 años;5.43
1108 Otra hernia abdominal K41-K46;M;Hombres;10;De 85 a 89 años;7.17
1108 Otra hernia abdominal K41-K46;M;Hombres;11;De 90 a 94 años;3.33
1108 Otra hernia abdominal K41-K46;M;Hombres;12;De 95 y más años;5.00
1108 Otra hernia abdominal K41-K46;F;Mujeres;T;Total grupos de edad;3.40
1108 Otra hernia abdominal K41-K46;F;Mujeres;0;Menores de 1 año;2.50
1108 Otra hernia abdominal K41-K46;F;Mujeres;1;De 1 a 4 años;1.00
1108 Otra hernia abdominal K41-K46;F;Mujeres;2;De 5 a 14 años;1.00
1108 Otra hernia abdominal K41-K46;F;Mujeres;3;De 15 a 24 años;1.00
1108 Otra hernia abdominal K41-K46;F;Mujeres;4;De 25 a 34 años;1.52
1108 Otra hernia abdominal K41-K46;F;Mujeres;5;De 35 a 44 años;1.66
1108 Otra hernia abdominal K41-K46;F;Mujeres;6;De 45 a 54 años;2.34
1108 Otra hernia abdominal K41-K46;F;Mujeres;7;De 55 a 64 años;2.64
1108 Otra hernia abdominal K41-K46;F;Mujeres;8;De 65 a 74 años;4.11
1108 Otra hernia abdominal K41-K46;F;Mujeres;9;De 75 a 84 años;6.01
1108 Otra hernia abdominal K41-K46;F;Mujeres;10;De 85 a 89 años;9.79
1108 Otra hernia abdominal K41-K46;F;Mujeres;11;De 90 a 94 años;13.94
1108 Otra hernia abdominal K41-K46;F;Mujeres;12;De 95 y más años;12.07
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;T;Total grupos de edad;11.03
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;0;Menores de 1 año;0.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;1;De 1 a 4 años;9.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;2;De 5 a 14 años;5.61
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;3;De 15 a 24 años;9.28
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;4;De 25 a 34 años;8.90
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;5;De 35 a 44 años;8.48
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;6;De 45 a 54 años;13.52
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;7;De 55 a 64 años;11.72
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;8;De 65 a 74 años;14.16
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;9;De 75 a 84 años;14.88
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;10;De 85 a 89 años;14.61
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;11;De 90 a 94 años;50.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;T;Ambos sexos;12;De 95 y más años;0.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;T;Total grupos de edad;11.29
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;0;Menores de 1 año;0.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;1;De 1 a 4 años;9.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;2;De 5 a 14 años;4.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;3;De 15 a 24 años;10.39
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;4;De 25 a 34 años;9.27
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;5;De 35 a 44 años;8.13
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;6;De 45 a 54 años;11.96
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;7;De 55 a 64 años;13.12
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;8;De 65 a 74 años;14.78
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;9;De 75 a 84 años;18.97
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;10;De 85 a 89 años;7.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;11;De 90 a 94 años;76.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;M;Hombres;12;De 95 y más años;0.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;T;Total grupos de edad;10.78
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;0;Menores de 1 año;0.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;1;De 1 a 4 años;0.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;2;De 5 a 14 años;7.21
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;3;De 15 a 24 años;7.82
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;4;De 25 a 34 años;8.47
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;5;De 35 a 44 años;8.73
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;6;De 45 a 54 años;15.03
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;7;De 55 a 64 años;9.83
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;8;De 65 a 74 años;13.88
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;9;De 75 a 84 años;12.51
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;10;De 85 a 89 años;16.12
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;11;De 90 a 94 años;24.00
1109 Enfermedad de Crohn y colitis ulcerosa K50-K51;F;Mujeres;12;De 95 y más años;0.00
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;T;Total grupos de edad;7.59
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;0;Menores de 1 año;4.73
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;1;De 1 a 4 años;3.70
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;2;De 5 a 14 años;3.14
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;3;De 15 a 24 años;4.61
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;4;De 25 a 34 años;4.24
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;5;De 35 a 44 años;5.42
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;6;De 45 a 54 años;6.30
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;7;De 55 a 64 años;7.83
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;8;De 65 a 74 años;9.72
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;9;De 75 a 84 años;9.56
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;10;De 85 a 89 años;11.52
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;11;De 90 a 94 años;10.92
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;T;Ambos sexos;12;De 95 y más años;11.00
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;T;Total grupos de edad;7.08
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;0;Menores de 1 año;5.14
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;1;De 1 a 4 años;3.32
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;2;De 5 a 14 años;2.77
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;3;De 15 a 24 años;5.00
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;4;De 25 a 34 años;4.52
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;5;De 35 a 44 años;5.91
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;6;De 45 a 54 años;5.23
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;7;De 55 a 64 años;7.35
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;8;De 65 a 74 años;10.22
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;9;De 75 a 84 años;7.76
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;10;De 85 a 89 años;15.18
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;11;De 90 a 94 años;7.00
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;M;Hombres;12;De 95 y más años;0.00
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;T;Total grupos de edad;8.02
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;0;Menores de 1 año;4.00
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;1;De 1 a 4 años;4.36
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;2;De 5 a 14 años;3.47
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;3;De 15 a 24 años;4.17
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;4;De 25 a 34 años;3.94
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;5;De 35 a 44 años;5.04
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;6;De 45 a 54 años;7.53
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;7;De 55 a 64 años;8.24
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;8;De 65 a 74 años;9.21
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;9;De 75 a 84 años;10.67
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;10;De 85 a 89 años;10.12
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;11;De 90 a 94 años;11.70
1110 Otras gastroenteritis y colitis no infecciosas y las no especificadas K52;F;Mujeres;12;De 95 y más años;11.00
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;T;Total grupos de edad;12.17
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;0;Menores de 1 año;4.63
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;1;De 1 a 4 años;2.57
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;2;De 5 a 14 años;6.93
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;3;De 15 a 24 años;5.76
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;4;De 25 a 34 años;7.11
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;5;De 35 a 44 años;7.28
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;6;De 45 a 54 años;6.87
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;7;De 55 a 64 años;11.12
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;8;De 65 a 74 años;14.57
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;9;De 75 a 84 años;12.00
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;10;De 85 a 89 años;15.65
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;11;De 90 a 94 años;22.73
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;T;Ambos sexos;12;De 95 y más años;8.92
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;T;Total grupos de edad;12.11
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;0;Menores de 1 año;4.63
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;1;De 1 a 4 años;2.60
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;2;De 5 a 14 años;5.33
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;3;De 15 a 24 años;6.20
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;4;De 25 a 34 años;6.55
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;5;De 35 a 44 años;8.17
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;6;De 45 a 54 años;5.36
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;7;De 55 a 64 años;11.07
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;8;De 65 a 74 años;18.90
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;9;De 75 a 84 años;11.07
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;10;De 85 a 89 años;16.45
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;11;De 90 a 94 años;14.99
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;M;Hombres;12;De 95 y más años;5.33
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;T;Total grupos de edad;12.23
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;0;Menores de 1 año;0.00
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;1;De 1 a 4 años;2.50
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;2;De 5 a 14 años;9.33
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;3;De 15 a 24 años;5.33
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;4;De 25 a 34 años;7.78
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;5;De 35 a 44 años;6.40
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;6;De 45 a 54 años;8.25
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;7;De 55 a 64 años;11.18
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;8;De 65 a 74 años;9.20
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;9;De 75 a 84 años;12.94
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;10;De 85 a 89 años;14.79
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;11;De 90 a 94 años;27.06
1111 Íleo paralítico y obstrucción intestinal sin hernia K56;F;Mujeres;12;De 95 y más años;10.00
1112 Divertículos intestinales K57;T;Ambos sexos;T;Total grupos de edad;8.29
1112 Divertículos intestinales K57;T;Ambos sexos;0;Menores de 1 año;0.00
1112 Divertículos intestinales K57;T;Ambos sexos;1;De 1 a 4 años;0.00
1112 Divertículos intestinales K57;T;Ambos sexos;2;De 5 a 14 años;0.00
1112 Divertículos intestinales K57;T;Ambos sexos;3;De 15 a 24 años;13.34
1112 Divertículos intestinales K57;T;Ambos sexos;4;De 25 a 34 años;6.05
1112 Divertículos intestinales K57;T;Ambos sexos;5;De 35 a 44 años;6.97
1112 Divertículos intestinales K57;T;Ambos sexos;6;De 45 a 54 años;6.91
1112 Divertículos intestinales K57;T;Ambos sexos;7;De 55 a 64 años;7.54
1112 Divertículos intestinales K57;T;Ambos sexos;8;De 65 a 74 años;8.97
1112 Divertículos intestinales K57;T;Ambos sexos;9;De 75 a 84 años;10.56
1112 Divertículos intestinales K57;T;Ambos sexos;10;De 85 a 89 años;11.31
1112 Divertículos intestinales K57;T;Ambos sexos;11;De 90 a 94 años;14.64
1112 Divertículos intestinales K57;T;Ambos sexos;12;De 95 y más años;3.50
1112 Divertículos intestinales K57;M;Hombres;T;Total grupos de edad;7.93
1112 Divertículos intestinales K57;M;Hombres;0;Menores de 1 año;0.00
1112 Divertículos intestinales K57;M;Hombres;1;De 1 a 4 años;0.00
1112 Divertículos intestinales K57;M;Hombres;2;De 5 a 14 años;0.00
1112 Divertículos intestinales K57;M;Hombres;3;De 15 a 24 años;14.41
1112 Divertículos intestinales K57;M;Hombres;4;De 25 a 34 años;6.16
1112 Divertículos intestinales K57;M;Hombres;5;De 35 a 44 años;6.30
1112 Divertículos intestinales K57;M;Hombres;6;De 45 a 54 años;7.18
1112 Divertículos intestinales K57;M;Hombres;7;De 55 a 64 años;7.24
1112 Divertículos intestinales K57;M;Hombres;8;De 65 a 74 años;7.90
1112 Divertículos intestinales K57;M;Hombres;9;De 75 a 84 años;10.26
1112 Divertículos intestinales K57;M;Hombres;10;De 85 a 89 años;12.80
1112 Divertículos intestinales K57;M;Hombres;11;De 90 a 94 años;20.66
1112 Divertículos intestinales K57;M;Hombres;12;De 95 y más años;0.00
1112 Divertículos intestinales K57;F;Mujeres;T;Total grupos de edad;8.67
1112 Divertículos intestinales K57;F;Mujeres;0;Menores de 1 año;0.00
1112 Divertículos intestinales K57;F;Mujeres;1;De 1 a 4 años;0.00
1112 Divertículos intestinales K57;F;Mujeres;2;De 5 a 14 años;0.00
1112 Divertículos intestinales K57;F;Mujeres;3;De 15 a 24 años;9.00
1112 Divertículos intestinales K57;F;Mujeres;4;De 25 a 34 años;5.33
1112 Divertículos intestinales K57;F;Mujeres;5;De 35 a 44 años;8.68
1112 Divertículos intestinales K57;F;Mujeres;6;De 45 a 54 años;6.53
1112 Divertículos intestinales K57;F;Mujeres;7;De 55 a 64 años;7.76
1112 Divertículos intestinales K57;F;Mujeres;8;De 65 a 74 años;9.78
1112 Divertículos intestinales K57;F;Mujeres;9;De 75 a 84 años;10.83
1112 Divertículos intestinales K57;F;Mujeres;10;De 85 a 89 años;10.40
1112 Divertículos intestinales K57;F;Mujeres;11;De 90 a 94 años;11.16
1112 Divertículos intestinales K57;F;Mujeres;12;De 95 y más años;3.50
1113 Enfermedades del ano y recto K60-K62;T;Ambos sexos;T;Total grupos de edad;3.96
1113 Enfermedades del ano y recto K60-K62;T;Ambos sexos;0;Menores de 1 año;4.40
1113 Enfermedades del ano y recto K60-K62;T;Ambos sexos;1;De 1 a 4 años;2.67
1113 Enfermedades del ano y recto K60-K62;T;Ambos sexos;2;De 5 a 14 años;3.52
1113 Enfermedades del ano y recto K60-K62;T;Ambos sexos;3;De 15 a 24 años;2.24
1113 Enfermedades del ano y recto K60-K62;T;Ambos sexos;4;De 25 a 34 años;1.98
